OrderNumber,OrderDate,OrderType,CustomerType,CustomerName,CustomerState,ProductCategory,ProductNumber,ProductName,Quantity,Price,Discount,OrderTotal,Region
1001198,1-Apr-20,Wholesale,Business,Grace Henderson Group,Pennsylvania,Rose,RS503,Multiflora Rose,50,$24.99 ,$5.00 ,"$1,244.50 ",United States
1001199,1-Apr-20,Wholesale,Business,Samantha Jenkins Innovations,New York,Sunflower,SF306,Chianti,70,$250.00 ,$50.00 ,"$17,450.00 ",United States
1001200,2-Apr-20,Wholesale,Business,Sarah Thompson LLC,Alabama,Rose,RS508,Ayrshire Rose,6,$15.50 ,$3.10 ,$89.90 ,United States
1001201,2-Apr-20,Wholesale,Business,Kelsey Becker Group,Pennsylvania,Rose,RS514,Grandiflora,11,$23.99 ,$4.80 ,$259.09 ,United States
1001202,2-Apr-20,Wholesale,Business,Jonathon Alvarez Inc.,Michigan,Rose,RS521,Hybrid Musk,5,$19.50 ,$3.90 ,$93.60 ,United States
1001203,2-Apr-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Rose,RS520,Rogusa Rose,12,$17.50 ,$3.50 ,$206.50 ,United States
1001204,2-Apr-20,Wholesale,Business,Jose Li Inc.,Maryland,Rose,RS521,Hybrid Musk,3,$19.50 ,$3.90 ,$54.60 ,United States
1001205,2-Apr-20,Wholesale,Business,Alejandro Zhou LLC,Texas,Orchid,OC201,Phalaenopsis Orchid,8,$54.00 ,$10.80 ,$421.20 ,United States
1001206,2-Apr-20,Wholesale,Business,Katherine Carter LLC,Minnesota,Sunflower,SF305,Ms. Mars,93,$455.00 ,$91.00 ,"$42,224.00 ",United States
1001207,2-Apr-20,Retail,Individual,Brendan Chande,Indiana,Orchid,OC603,Paphiopedlium Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001208,2-Apr-20,Retail,Individual,John Sandstone,Massachusetts,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001209,2-Apr-20,Wholesale,Business,Luis Wang Company,Missouri,Daisy,DS804,Chrysanthemum Daisy,8,$37.99 ,$7.60 ,$296.32 ,United States
1001210,2-Apr-20,Wholesale,Business,Marcus Jones Technologies,Arkansas,Rose,RS102,Carolina Rose,39,$8.99 ,$1.80 ,$348.81 ,United States
1001211,2-Apr-20,Wholesale,Business,Alexis Coleman LLC,Idaho,Daisy,DS803,Curly Leaf Daisy,9,$29.99 ,$6.00 ,$263.91 ,United States
1001212,2-Apr-20,Retail,Individual,Kellie Hernandez,North Carolina,Orchid,OC203,Cycnoches Orchid,1,$69.00 ,$0.00 ,$69.00 ,United States
1001213,2-Apr-20,Retail,Individual,Morgan Foster,Texas,Orchid,OC605,Psychopsis Orchid,4,$214.00 ,$0.00 ,$856.00 ,United States
1001214,2-Apr-20,Retail,Individual,Janet Munoz,Florida,Rose,RS102,Carolina Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001215,2-Apr-20,Retail,Individual,Meredith Vazquez,Massachusetts,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001216,3-Apr-20,Wholesale,Business,Alejandro Zhou LLC,Texas,Sunflower,SF302,Sunny Smile,12,$395.00 ,$79.00 ,"$4,661.00 ",United States
1001217,3-Apr-20,Wholesale,Business,Alexandra Richardson Industries,Tennessee,Rose,RS110,Noisette Rose,13,$12.00 ,$2.40 ,$153.60 ,United States
1001218,3-Apr-20,Retail,Business,Shannon Sun Inc.,Texas,Sunflower,SF306,Chianti,3,$250.00 ,$0.00 ,$750.00 ,United States
1001219,3-Apr-20,Retail,Individual,Chloe Campbell,Texas,Orchid,OC603,Paphiopedlium Orchid,2,$189.00 ,$0.00 ,$378.00 ,United States
1001220,3-Apr-20,Retail,Individual,Cassidy Hughes,New York,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1001221,3-Apr-20,Wholesale,Business,Blake Roberts Inc.,Virginia,Daisy,DS809,Eastern Purple Coneflower,11,$42.99 ,$8.60 ,$464.29 ,United States
1001222,3-Apr-20,Wholesale,Business,Emily Miller LLC,Iowa,Daisy,DS810,Gerbera Virdifolia,3,$44.95 ,$8.99 ,$125.86 ,United States
1001223,3-Apr-20,Wholesale,Business,Mandar Samant Inc.,California,Rose,RS507,White Rose of York,6,$13.99 ,$2.80 ,$81.14 ,United States
1001224,3-Apr-20,Wholesale,Business,Samantha Jenkins Innovations,New York,Orchid,OC209,Lycaste Orchid,5,$179.00 ,$35.80 ,$859.20 ,United States
1001225,3-Apr-20,Retail,Individual,Jonathan Anderson,Missouri,Orchid,OC602,Miltonia Orchid,2,$189.00 ,$0.00 ,$378.00 ,United States
1001226,3-Apr-20,Retail,Individual,Evelyn Malhotra,Florida,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1001227,4-Apr-20,Retail,Individual,Savannah Carter,Florida,Orchid,OC605,Psychopsis Orchid,2,$214.00 ,$0.00 ,$428.00 ,United States
1001228,4-Apr-20,Retail,Individual,Christine Chande,Texas,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1001229,4-Apr-20,Retail,Individual,Joel Garcia,Tennessee,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1001230,4-Apr-20,Wholesale,Business,Cole Torres LLC,Oregon,Rose,RS106,China Rose,7,$8.99 ,$1.80 ,$61.13 ,United States
1001231,4-Apr-20,Retail,Individual,Austin Bryant,New York,Rose,RS102,Carolina Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001232,4-Apr-20,Wholesale,Business,Jason Zhang Industries,Missouri,Rose,RS104,Beach Rose,5,$4.99 ,$1.00 ,$23.95 ,United States
1001233,4-Apr-20,Wholesale,Business,Gabriella Morris LLC,California,Sunflower,SF707,Italian White,4,$599.00 ,$119.80 ,"$2,276.20 ",United States
1001234,4-Apr-20,Wholesale,Business,Devon Kennedy Technologies,Louisiana,Orchid,OC602,Miltonia Orchid,71,$189.00 ,$37.80 ,"$13,381.20 ",United States
1001235,4-Apr-20,Retail,Individual,Kristina Chandra,North Carolina,Daisy,DS803,Curly Leaf Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001236,4-Apr-20,Wholesale,Business,Tyrone Serrano Inc.,Florida,Rose,RS108,Panda Robot Blueprint,3,$7.99 ,$1.60 ,$22.37 ,United States
1001237,4-Apr-20,Retail,Individual,Kristen Gao,Pennsylvania,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001238,4-Apr-20,Wholesale,Business,Deanna Perez Group,Virginia,Sunflower,SF306,Chianti,11,$250.00 ,$50.00 ,"$2,700.00 ",United States
1001239,4-Apr-20,Wholesale,Business,Isabella Lopez LLC,Virginia,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1001240,4-Apr-20,Wholesale,Business,Jeremy Butler Group,Colorado,Rose,RS101,Prickly Wild Rose,7,$9.99 ,$2.00 ,$67.93 ,United States
1001241,4-Apr-20,Retail,Individual,Lindsey Andersen,Kentucky,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1001242,4-Apr-20,Retail,Individual,Harold Sai,Florida,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001243,4-Apr-20,Wholesale,Business,Shannon Carlson LLC,Virginia,Rose,RS502,Rosa Glauca,8,$24.95 ,$4.99 ,$194.61 ,United States
1001244,4-Apr-20,Retail,Individual,Carl Andersen,Virginia,Sunflower,SF704,Giant Sungold,1,$699.00 ,$0.00 ,$699.00 ,United States
1001245,5-Apr-20,Wholesale,Business,Jonathan Martinez Inc.,Kentucky,Daisy,DS811,Ox-Eye Daisy,6,$27.50 ,$5.50 ,$159.50 ,United States
1001246,5-Apr-20,Wholesale,Business,Jasmine Taylor Inc.,Maryland,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1001247,5-Apr-20,Retail,Individual,Adam Hernandez,Minnesota,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1001248,5-Apr-20,Wholesale,Business,Eugene Zhao LLC,Texas,Sunflower,SF705,Suntastic Yellow,10,$684.00 ,$136.80 ,"$6,703.20 ",United States
1001249,5-Apr-20,Wholesale,Business,Ryan Perry LLC,Minnesota,Sunflower,SF306,Chianti,7,$250.00 ,$50.00 ,"$1,700.00 ",United States
1001250,5-Apr-20,Wholesale,Business,Andrew Wedge Inc.,Georgia,Orchid,OC603,Paphiopedlium Orchid,3,$189.00 ,$37.80 ,$529.20 ,United States
1001251,5-Apr-20,Wholesale,Business,Katherine Carter LLC,Minnesota,Orchid,OC605,Psychopsis Orchid,9,$214.00 ,$42.80 ,"$1,883.20 ",United States
1001252,5-Apr-20,Retail,Individual,Roy Navarro,Illinois,Sunflower,SF302,Sunny Smile,1,$395.00 ,$0.00 ,$395.00 ,United States
1001253,5-Apr-20,Retail,Individual,Kaitlyn Perez,Arizona,Rose,RS107,French Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001254,5-Apr-20,Wholesale,Business,Chloe Nelson AITech,Arizona,Rose,RS108,Panda Robot Blueprint,4,$7.99 ,$1.60 ,$30.36 ,United States
1001255,5-Apr-20,Wholesale,Business,Kimberly Rivera Inc.,New Hampshire,Daisy,DS807,Osteospermum Daisy,42,$32.95 ,$6.59 ,"$1,377.31 ",United States
1001256,6-Apr-20,Wholesale,Business,Theresa Alvarez Inc.,Pennsylvania,Daisy,DS804,Chrysanthemum Daisy,6,$37.99 ,$7.60 ,$220.34 ,United States
1001257,6-Apr-20,Wholesale,Business,Jaclyn Guo,Florida,Orchid,OC603,Paphiopedlium Orchid,10,$189.00 ,$37.80 ,"$1,852.20 ",United States
1001258,6-Apr-20,Retail,Individual,Isaiah Allen,Nebraska,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001259,6-Apr-20,Retail,Individual,Tara Raji,Arkansas,Orchid,OC605,Psychopsis Orchid,2,$214.00 ,$0.00 ,$428.00 ,United States
1001260,6-Apr-20,Wholesale,Business,Katrina Becker Group,Tennessee,Orchid,OC209,Lycaste Orchid,13,$179.00 ,$35.80 ,"$2,291.20 ",United States
1001261,6-Apr-20,Retail,Individual,Greg Taylor,New York,Orchid,OC603,Paphiopedlium Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001262,6-Apr-20,Wholesale,Business,Derek Tang Inc.,North Dakota,Rose,RS109,Floribunda,61,$10.99 ,$2.20 ,$668.19 ,United States
1001263,6-Apr-20,Wholesale,Business,Latasha Munoz Inc.,California,Orchid,OC202,Catasetum Orchid,13,$58.95 ,$11.79 ,$754.56 ,United States
1001264,6-Apr-20,Wholesale,Business,Trevor Simmons Inc.,Ohio,Orchid,OC603,Paphiopedlium Orchid,6,$189.00 ,$37.80 ,"$1,096.20 ",United States
1001265,6-Apr-20,Retail,Individual,Francisco Sara,Pennsylvania,Sunflower,SF307,Moulin Rouge,1,$499.00 ,$0.00 ,$499.00 ,United States
1001266,6-Apr-20,Retail,Individual,Adam Kumar,Pennsylvania,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1001267,6-Apr-20,Wholesale,Business,Seth Alexander Group,Illinois,Rose,RS521,Hybrid Musk,11,$19.50 ,$3.90 ,$210.60 ,United States
1001268,6-Apr-20,Retail,Individual,Wesley Zheng,Oklahoma,Rose,RS518,Moss Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1001269,6-Apr-20,Retail,Individual,Willie Raje,Illinois,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001270,6-Apr-20,Retail,Individual,Kurt Jai,North Carolina,Sunflower,SF704,Giant Sungold,2,$699.00 ,$0.00 ,"$1,398.00 ",United States
1001271,6-Apr-20,Wholesale,Business,Brianna Morris Inc.,District of Columbia,Sunflower,SF306,Chianti,53,$250.00 ,$50.00 ,"$13,200.00 ",United States
1001272,6-Apr-20,Wholesale,Business,Elizabeth Johnson LLC,Florida,Rose,RS110,Noisette Rose,21,$12.00 ,$2.40 ,$249.60 ,United States
1001273,6-Apr-20,Wholesale,Business,Deanna Perez Group,Virginia,Rose,RS506,Heirloom Rose,79,$16.99 ,$3.40 ,"$1,338.81 ",United States
1001274,6-Apr-20,Retail,Individual,Evelyn Gonzalez,Virginia,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1001275,7-Apr-20,Wholesale,Business,Frank Navarro LLC,California,Orchid,OC606,Vanda Orchid,5,$225.00 ,$45.00 ,"$1,080.00 ",United States
1001276,7-Apr-20,Retail,Individual,Sophia Wright,California,Daisy,DS804,Chrysanthemum Daisy,1,$37.99 ,$0.00 ,$37.99 ,United States
1001277,7-Apr-20,Wholesale,Business,Sebastian Reed,Florida,Orchid,OC202,Catasetum Orchid,8,$58.95 ,$11.79 ,$459.81 ,United States
1001278,7-Apr-20,Wholesale,Business,Florian Stiller LLC,Florida,Daisy,DS811,Ox-Eye Daisy,9,$27.50 ,$5.50 ,$242.00 ,United States
1001279,7-Apr-20,Wholesale,Business,Jasmine Barnes LLC,North Dakota,Daisy,DS804,Chrysanthemum Daisy,13,$37.99 ,$7.60 ,$486.27 ,United States
1001280,7-Apr-20,Wholesale,Business,Darryl Wu LLC,Louisiana,Daisy,DS811,Ox-Eye Daisy,9,$27.50 ,$5.50 ,$242.00 ,United States
1001281,7-Apr-20,Retail,Individual,Randall Gomez,California,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1001282,7-Apr-20,Retail,Individual,Hannah Anderson,California,Rose,RS520,Rogusa Rose,1,$17.50 ,$0.00 ,$17.50 ,United States
1001283,7-Apr-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Rose,RS106,China Rose,10,$8.99 ,$1.80 ,$88.10 ,United States
1001284,7-Apr-20,Wholesale,Business,Ryan Perry LLC,Minnesota,Daisy,DS804,Chrysanthemum Daisy,12,$37.99 ,$7.60 ,$448.28 ,United States
1001285,7-Apr-20,Wholesale,Business,Brandi Sanz SkyKites,Florida,Rose,RS514,Grandiflora,9,$23.99 ,$4.80 ,$211.11 ,United States
1001286,7-Apr-20,Retail,Individual,Mackenzie Phillips,Alabama,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1001287,7-Apr-20,Wholesale,Business,Jonathan Hill Group,Idaho,Rose,RS108,Panda Robot Blueprint,5,$7.99 ,$1.60 ,$38.35 ,United States
1001288,7-Apr-20,Retail,Individual,Jamie Li,Alaska,Orchid,OC208,Epidendrum Orchid,1,$167.00 ,$0.00 ,$167.00 ,United States
1001289,8-Apr-20,Retail,Individual,Rachel Reed,Missouri,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1001290,8-Apr-20,Retail,Individual,Taylor Patterson,Florida,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001291,8-Apr-20,Retail,Individual,Randy Sun,California,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1001292,8-Apr-20,Wholesale,Business,Veronica Sanchez LLC,Florida,Sunflower,SF704,Giant Sungold,11,$699.00 ,$139.80 ,"$7,549.20 ",United States
1001293,8-Apr-20,Wholesale,Business,Seth Anderson LLC,Wyoming,Daisy,DS808,Pale Purple Coneflower,7,$34.99 ,$7.00 ,$237.93 ,United States
1001294,8-Apr-20,Wholesale,Business,Maria Reed Inc.,Minnesota,Sunflower,SF303,Terracotta,4,$450.00 ,$90.00 ,"$1,710.00 ",United States
1001295,8-Apr-20,Retail,Individual,Jasmine Stewart,Washington,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001296,8-Apr-20,Retail,Individual,Lauren Miller,Maryland,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1001297,8-Apr-20,Retail,Individual,Charles Miller,Florida,Orchid,OC606,Vanda Orchid,2,$225.00 ,$0.00 ,$450.00 ,United States
1001298,9-Apr-20,Wholesale,Business,Dawn Lal LLC,Ohio,Rose,RS502,Rosa Glauca,10,$24.95 ,$4.99 ,$244.51 ,United States
1001299,9-Apr-20,Wholesale,Business,Cole Torres LLC,Oregon,Sunflower,SF706,Firecracker,4,$883.00 ,$176.60 ,"$3,355.40 ",United States
1001300,9-Apr-20,Wholesale,Business,Dawn Lal LLC,Ohio,Rose,RS507,White Rose of York,11,$13.99 ,$2.80 ,$151.09 ,United States
1001301,9-Apr-20,Wholesale,Business,Katherine Smith Inc.,New York,Orchid,OC202,Catasetum Orchid,8,$58.95 ,$11.79 ,$459.81 ,United States
1001302,9-Apr-20,Retail,Individual,Luke Allen,Alabama,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1001303,9-Apr-20,Wholesale,Business,Seth Anderson LLC,Wyoming,Orchid,OC606,Vanda Orchid,3,$225.00 ,$45.00 ,$630.00 ,United States
1001304,9-Apr-20,Wholesale,Business,Jason Carter Inc.,Indiana,Daisy,DS813,English Daisy,9,$29.99 ,$6.00 ,$263.91 ,United States
1001305,9-Apr-20,Wholesale,Business,Erika Rubio Inc.,California,Orchid,OC204,Cymbidium Orchid,4,$89.00 ,$17.80 ,$338.20 ,United States
1001306,9-Apr-20,Retail,Business,Kristi Alvarez TechSupplies,District of Columbia,Daisy,DS810,Gerbera Virdifolia,3,$44.95 ,$0.00 ,$134.85 ,United States
1001307,9-Apr-20,Retail,Individual,Martin Malhotra,Alaska,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1001308,9-Apr-20,Wholesale,Business,Ashley Lewis LLC,Nebraska,Sunflower,SF306,Chianti,5,$250.00 ,$50.00 ,"$1,200.00 ",United States
1001309,9-Apr-20,Wholesale,Business,Mason Roberts Inc.,North Carolina,Rose,RS110,Noisette Rose,6,$11.99 ,$2.40 ,$69.54 ,United States
1001310,9-Apr-20,Wholesale,Business,Luis Wang Company,Missouri,Rose,RS101,Prickly Wild Rose,10,$9.99 ,$2.00 ,$97.90 ,United States
1001311,9-Apr-20,Retail,Individual,Carson Hayes,Pennsylvania,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1001312,9-Apr-20,Retail,Individual,Evan Hernandez,Georgia,Orchid,OC603,Paphiopedlium Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001313,10-Apr-20,Wholesale,Business,Morgan Morris,Kansas,Daisy,DS807,Osteospermum Daisy,6,$32.95 ,$6.59 ,$191.11 ,United States
1001314,10-Apr-20,Wholesale,Business,Veronica Sanchez LLC,Florida,Rose,RS110,Noisette Rose,7,$12.00 ,$2.40 ,$81.60 ,United States
1001315,10-Apr-20,Wholesale,Business,Rosa Wang LLC,New York,Rose,RS108,Panda Robot Blueprint,10,$7.99 ,$1.60 ,$78.30 ,United States
1001316,10-Apr-20,Retail,Individual,Todd Gao,New Jersey,Daisy,DS807,Osteospermum Daisy,1,$32.95 ,$0.00 ,$32.95 ,United States
1001317,10-Apr-20,Wholesale,Business,Vanessa Russell LLC,California,Rose,RS517,Wild Alberta Rose,13,$19.50 ,$3.90 ,$249.60 ,United States
1001318,10-Apr-20,Wholesale,Business,Lacey Huang andSons,Arkansas,Rose,RS501,Prairie Rose,13,$23.99 ,$4.80 ,$307.07 ,United States
1001319,10-Apr-20,Retail,Individual,Casey Munoz,California,Sunflower,SF706,Firecracker,1,$883.00 ,$0.00 ,$883.00 ,United States
1001320,10-Apr-20,Retail,Business,Ruth Madan Games,Massachusetts,Sunflower,SF306,Chianti,3,$250.00 ,$0.00 ,$750.00 ,United States
1001321,10-Apr-20,Retail,Individual,Gary Ortega,Alabama,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001322,10-Apr-20,Wholesale,Business,Rosa Wang LLC,New York,Rose,RS521,Hybrid Musk,7,$19.50 ,$3.90 ,$132.60 ,United States
1001323,10-Apr-20,Retail,Individual,Maurice Lal,New York,Rose,RS508,Ayrshire Rose,1,$15.50 ,$0.00 ,$15.50 ,United States
1001324,10-Apr-20,Retail,Individual,Bonnie Nath,District of Columbia,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001325,10-Apr-20,Wholesale,Business,Latasha Munoz Inc.,California,Orchid,OC605,Psychopsis Orchid,97,$214.00 ,$42.80 ,"$20,715.20 ",United States
1001326,11-Apr-20,Wholesale,Business,Joy Ramos Group,Massachusetts,Orchid,OC607,Zygopetalum Orchid,11,$245.00 ,$49.00 ,"$2,646.00 ",United States
1001327,11-Apr-20,Retail,Individual,Erika Navarro,New Jersey,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1001328,11-Apr-20,Retail,Individual,Lydia Sanchez,New York,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1001329,11-Apr-20,Retail,Individual,Francisco Chandra,Florida,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1001330,11-Apr-20,Retail,Individual,Danny Travers,Texas,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1001331,11-Apr-20,Retail,Individual,Chloe Garcia,California,Sunflower,SF702,American Giant Hybrid,1,$899.00 ,$0.00 ,$899.00 ,United States
1001332,11-Apr-20,Wholesale,Business,Morgan Gonzalez Inc.,Washington,Daisy,DS805,Barberton Daisy,9,$49.00 ,$9.80 ,$431.20 ,United States
1001333,11-Apr-20,Wholesale,Business,Ryan Perry LLC,Minnesota,Rose,RS106,China Rose,9,$8.99 ,$1.80 ,$79.11 ,United States
1001334,11-Apr-20,Wholesale,Business,Mason Roberts Inc.,North Carolina,Orchid,OC203,Cycnoches Orchid,58,$69.00 ,$13.80 ,"$3,988.20 ",United States
1001335,11-Apr-20,Wholesale,Business,Jordan Coleman InformationSystems,Arizona,Rose,RS109,Floribunda,9,$10.99 ,$2.20 ,$96.71 ,United States
1001336,11-Apr-20,Wholesale,Business,Antonio Bryant Inc.,New York,Rose,RS506,Heirloom Rose,67,$16.99 ,$3.40 ,"$1,134.93 ",United States
1001337,11-Apr-20,Wholesale,Business,Kendra Gutierrez Inc..,Oklahoma,Rose,RS508,Ayrshire Rose,75,$15.50 ,$3.10 ,"$1,159.40 ",United States
1001338,11-Apr-20,Wholesale,Business,Kimberly Rivera Inc.,New Hampshire,Orchid,OC606,Vanda Orchid,68,$225.00 ,$45.00 ,"$15,255.00 ",United States
1001339,12-Apr-20,Retail,Individual,Sara Baker,New York,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1001340,12-Apr-20,Retail,Individual,Ethan Zhang,California,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1001341,12-Apr-20,Retail,Individual,Emily Johnson,New Jersey,Rose,RS107,French Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001342,12-Apr-20,Wholesale,Business,Isabella Lopez LLC,Virginia,Daisy,DS802,Mojave Desert Star,5,$49.95 ,$9.99 ,$239.76 ,United States
1001343,12-Apr-20,Retail,Individual,Destiny Garcia,Florida,Daisy,DS811,Ox-Eye Daisy,1,$27.50 ,$0.00 ,$27.50 ,United States
1001344,12-Apr-20,Wholesale,Business,Alexandria Coleman LLC,Texas,Rose,RS110,Noisette Rose,8,$11.99 ,$2.40 ,$93.52 ,United States
1001345,12-Apr-20,Wholesale,Business,Jason Carter Inc.,Indiana,Daisy,DS813,English Daisy,8,$29.99 ,$6.00 ,$233.92 ,United States
1001346,12-Apr-20,Retail,Individual,Roy Jimenez,California,Rose,RS101,Prickly Wild Rose,1,$9.99 ,$0.00 ,$9.99 ,United States
1001347,12-Apr-20,Retail,Individual,Willie Zhu,Illinois,Rose,RS501,Prairie Rose,1,$23.99 ,$0.00 ,$23.99 ,United States
1001348,12-Apr-20,Wholesale,Business,Chloe Nelson AITech,Arizona,Rose,RS505,Climbing Rose,5,$14.99 ,$3.00 ,$71.95 ,United States
1001349,12-Apr-20,Wholesale,Business,Amy Huang Group,North Carolina,Rose,RS513,Tea Rose,12,$14.99 ,$3.00 ,$176.88 ,United States
1001350,12-Apr-20,Wholesale,Business,Dalton Brooks Electronics,Florida,Rose,RS507,White Rose of York,4,$13.99 ,$2.80 ,$53.16 ,United States
1001351,12-Apr-20,Wholesale,Business,Ernest Lin LLC,Texas,Daisy,DS801,Rough Daisy,10,$36.99 ,$7.40 ,$362.50 ,United States
1001352,12-Apr-20,Retail,Individual,Gilbert Sun,Virginia,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1001353,12-Apr-20,Wholesale,Business,Christian Hughes Group,New York,Rose,RS102,Carolina Rose,4,$8.99 ,$1.80 ,$34.16 ,United States
1001354,12-Apr-20,Wholesale,Business,Darryl Wu LLC,Louisiana,Orchid,OC202,Catasetum Orchid,5,$58.95 ,$11.79 ,$282.96 ,United States
1001355,12-Apr-20,Retail,Individual,Jonathan Chen,California,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1001356,12-Apr-20,Retail,Individual,Carlos Hill,Alabama,Orchid,OC202,Catasetum Orchid,4,$58.95 ,$0.00 ,$235.80 ,United States
1001357,13-Apr-20,Wholesale,Business,Omar Raje Inc.,Virginia,Orchid,OC208,Epidendrum Orchid,13,$167.00 ,$33.40 ,"$2,137.60 ",United States
1001358,13-Apr-20,Wholesale,Business,Chelsea Rodriguez Inc.,Montana,Daisy,DS809,Eastern Purple Coneflower,6,$42.99 ,$8.60 ,$249.34 ,United States
1001359,13-Apr-20,Retail,Individual,Haley Wood,Tennessee,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1001360,13-Apr-20,Wholesale,Business,Jonathan Martinez Inc.,Kentucky,Rose,RS509,Bourbon Rose,5,$19.99 ,$4.00 ,$95.95 ,United States
1001361,13-Apr-20,Wholesale,Business,Beth Gomez LLC,New York,Sunflower,SF703,Russian Mammoth,4,$549.00 ,$109.80 ,"$2,086.20 ",United States
1001362,13-Apr-20,Retail,Individual,Xavier Long,Texas,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1001363,13-Apr-20,Wholesale,Business,Ashley Lewis LLC,Nebraska,Rose,RS107,French Rose,4,$12.00 ,$2.40 ,$45.60 ,United States
1001364,13-Apr-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Sunflower,SF704,Giant Sungold,6,$699.00 ,$139.80 ,"$4,054.20 ",United States
